Name,Short name,URL name,Tags
Parliamentary Secretary to the Minister for Agriculture,,parliamentary_secretary_to_the_minister_for_agriculture,directory_gov_au foi_yes federal minister oaic_report_2011_2012 agriculture
Parliamentary Secretary for Climate Change and Energy Efficiency,,parliamentary_secretary_for_climate_change_and_energy_efficiency,climate_change_and_energy_efficiency foi_yes federal minister directory_gov_au oaic_report_2011_2012 defunct
Parliamentary Secretary for Defence,,parliamentary_secretary_for_defence,foi_yes federal minister directory_gov_au oaic_report_2011_2012 defence
Parliamentary Secretary for Disabilities and Carers,,parliamentary_secretary_for_disabilities_and_carers,social_services defunct oaic_report_2011_2012 directory_gov_au minister foi_yes federal
Parliamentary Secretary to the Minister for Foreign Affairs,,parliamentary_secretary_to_the_minister_for_foreign_affairs,foi_yes federal minister oaic_report_2011_2012 foreign_affairs_and_trade
Assistant Minister for Health,,assistant_minister_for_health,directory_gov_au health foi_yes federal minister oaic_report_2011_2012
Parliamentary Secretary for Higher Education and Skills,,parliamentary_secretary_for_higher_education_and_skills,oaic_report_2011_2012 directory_gov_au minister foi_yes federal education_and_training
Parliamentary Secretary for Industry,,parliamentary_secretary_for_industry,oaic_report_2011_2012 directory_gov_au minister foi_yes federal
Parliamentary Secretary for Infrastructure and Transport,,parliamentary_secretary_for_infrastructure_and_transport,foi_yes federal minister directory_gov_au oaic_report_2011_2012 infrastructure_and_transport
Parliamentary Secretary for Pacific Island Affairs,,parliamentary_secretary_for_pacific_island_affairs,foi_yes federal minister directory_gov_au oaic_report_2011_2012 foreign_affairs_and_trade
Parliamentary Secretary for School Education and Workplace Relations,,parliamentary_secretary_for_school_education_and_workplace_relations,oaic_report_2011_2012 directory_gov_au minister foi_yes federal education_and_training
Parliamentary Secretary for Sustainability and Urban Water,,parliamentary_secretary_for_sustainability_and_urban_water,minister environment oaic_report_2011_2012 federal foi_yes defunct
Parliamentary Secretary to the Minister for Trade and Investment,,parliamentary_secretary_to_the_minister_for_trade_and_investment,foreign_affairs_and_trade oaic_report_2011_2012 directory_gov_au minister foi_yes federal
Parliamentary Secretary to the Prime Minister,,parliamentary_secretary_to_the_prime_minister,directory_gov_au foi_yes federal minister oaic_report_2011_2012 prime_minister
Parliamentary Secretary to the Treasurer,,parliamentary_secretary_to_the_treasurer,oaic_report_2011_2012 foi_yes federal minister directory_gov_au treasury
Patent and Trade Marks Attorneys Disciplinary Tribunal,,patent_and_trade_marks_attorneys_disciplinary_tribunal,foi_yes federal oaic_report_2011_2012 industry_and_science
Patent Office,,patent_office,industry_and_science oaic_report_2011_2012 foi_yes federal
Pathology Services Table Committee,,pathology_services_table_committee,oaic_report_2011_2012 directory_gov_au foi_yes federal
Pharmaceutical Benefits Advisory Committee,PBAC,pbac,directory_gov_au oaic_report_2011_2012 foi_yes federal
Pharmaceutical Benefits Remuneration Tribunal,PBRT,pbrt,oaic_report_2011_2012 directory_gov_au foi_yes federal
Plant Breeder's Rights Advisory Committee,PBRAC,pbrac,oaic_report_2011_2012 industry_and_science directory_gov_au foi_yes federal
Prime Minister,,prime_minister,oaic_report_2011_2012 foi_yes federal directory_gov_au prime_minister minister
Private Health Insurance Administration Council,PHIAC,phiac,oaic_report_2011_2012 directory_gov_au foi_yes federal
Private Health Insurance Ombudsman,PHIO,phio,directory_gov_au oaic_report_2011_2012 foi_yes federal
Productivity Commission,PC,pc,federal treasury oaic_report_2011_2012 directory_gov_au foi_yes
Professional Services Review,PSR,psr,oaic_report_2011_2012 directory_gov_au foi_yes federal
Professional Standards Board for Patent and Trade Marks Attorneys,PSBBPTM,psbbptm,oaic_report_2011_2012 industry_and_science directory_gov_au foi_yes federal
Prostheses Services Review,,prostheses_services_review,oaic_report_2011_2012 foi_yes federal defunct
Public Lending Right Committee,PLRC,plrc,attorney_general oaic_report_2011_2012 directory_gov_au foi_yes federal
Refugee Review Tribunal,RRT,rrt,federal immigration_and_border_protection oaic_report_2011_2012 directory_gov_au foi_yes
Remuneration Tribunal,,remuneration_tribunal,prime_minister oaic_report_2011_2012 foi_yes federal
Repatriation Commission,,repatriation_commission,veterans_affairs oaic_report_2011_2012 foi_yes federal
Repatriation Medical Authority,,repatriation_medical_authority,veterans_affairs oaic_report_2011_2012 foi_yes federal defence
Reserve Bank of Australia,RBA,rba,foi_yes federal directory_gov_au oaic_report_2011_2012 treasury
Royal Australian Air Force Veterans' Residences Trust Fund,,royal_australian_air_force_veterans_residences_trust_fund,foi_yes federal oaic_report_2011_2012 defence
Royal Australian Air Force Welfare Recreational Company,,royal_australian_air_force_welfare_recreational_company,oaic_report_2011_2012 defence foi_yes federal
Royal Australian Navy Central Canteens Fund,,royal_australian_navy_central_canteens_fund,foi_yes federal oaic_report_2011_2012 defence
Royal Australian Navy Relief Trust Fund,RANRTF,ranrtf,oaic_report_2011_2012 defence directory_gov_au foi_yes federal
Rural Industries Research and Development Corporation,RIRDC,rirdc,agriculture oaic_report_2011_2012 directory_gov_au foi_yes federal
Safe Work Australia,,safe_work_australia,oaic_report_2011_2012 directory_gov_au foi_yes federal
Safety, Rehabilitation and Compensation Commission,SRCC,srcc,federal oaic_report_2011_2012 directory_gov_au foi_yes
Screen Australia,SA,sa,attorney_general oaic_report_2011_2012 directory_gov_au foi_yes federal
Seafarers Safety, Rehabilitation and Compensation Authority,Seacare,seacare,oaic_report_2011_2012 directory_gov_au foi_yes federal employment
Second Review Dental Benefits Act 2008 Committee,,second_review_dental_benefits_act_2008_committee,health oaic_report_2011_2012 foi_yes federal
Secretaries’ ICT Governance Board,,secretaries_ict_governance_board,foi_yes federal oaic_report_2011_2012 finance
Australian Workforce and Productivity Agency,AWPA,awpa,oaic_report_2011_2012 foi_yes federal industry_and_science
Snowy Hydro Limited,,snowy_hydro_limited,foi_probably_not federal
Social Security Appeals Tribunal,SSAT,ssat,directory_gov_au social_services oaic_report_2011_2012 foi_yes federal
Solicitor-General,,solicitor_general,foi_yes federal directory_gov_au oaic_report_2011_2012 attorney_general
Special Broadcasting Service Corporation,SBS,sbs,foi_yes federal directory_gov_au oaic_report_2011_2012 communications
Special Minister of State,,special_minister_of_state,foi_yes federal minister directory_gov_au oaic_report_2011_2012 finance
Specialist Medical Review Council,,specialist_medical_review_council,veterans_affairs oaic_report_2011_2012 foi_yes federal
Sport and Recreation Ministers' Council,SRMC,srmc,oaic_report_2011_2012 directory_gov_au foi_yes federal
Sugar Research and Development Corporation,SRDC,srdc,directory_gov_au federal foi_yes oaic_report_2011_2012 agriculture defunct
Superannuation Complaints Tribunal,SCT,sct,treasury oaic_report_2011_2012 directory_gov_au foi_yes federal
Sydney Harbour Federation Trust,,sydney_harbour_federation_trust,oaic_report_2011_2012 environment directory_gov_au foi_yes federal
Takeovers Panel,,takeovers_panel,treasury oaic_report_2011_2012 foi_yes federal
Tax Practitioners Board,,tax_practitioners_board,treasury oaic_report_2011_2012 foi_yes federal
Telecommunications Universal Service Management Agency,TUSMA,tusma,defunct communications foi_yes federal
Tertiary Education Quality and Standards Agency,TEQSA,teqsa,oaic_report_2011_2012 foi_yes federal education_and_training
The Education Investment Fund Advisory Board,,the_education_investment_fund_advisory_board,foi_yes federal oaic_report_2011_2012 education_and_training
Therapeutic Goods Administration,TGA,tga,foi_yes federal health
Therapeutic Goods Advertising Code Council,TGACC,tgacc,oaic_report_2011_2012 directory_gov_au foi_yes federal health
Therapeutic Goods Committee,,therapeutic_goods_committee,health oaic_report_2011_2012 foi_yes federal
Torres Strait Regional Authority,TSRA,tsra,social_services oaic_report_2011_2012 directory_gov_au foi_yes federal infrastructure_and_regional_development
Tourism Australia,,tourism_australia,foreign_affairs_and_trade oaic_report_2011_2012 directory_gov_au foi_yes federal
Trade Marks Office,,trade_marks_office,foi_yes federal oaic_report_2011_2012 industry_and_science
Treasurer,,treasurer,treasury oaic_report_2011_2012 foi_yes federal
Veterans’ Review Board,,veterans_review_board,defence veterans_affairs oaic_report_2011_2012 foi_yes federal
Water Efficiency Labelling and Standards Regulator,WELS,wels,environment federal foi_yes directory_gov_au oaic_report_2011_2012
Wheat Exports Australia,WEA,wea,agriculture oaic_report_2011_2012 directory_gov_au foi_yes federal defunct
Wine Australia Corporation,,wine_australia_corporation,defunct federal foi_yes oaic_report_2011_2012 agriculture
Advisory Panel on the Marketing in Australia of Infant Formula,,advisory_panel_on_the_marketing_in_australia_of_infant_formula,oaic_stats_2011_2012 defunct federal health
Aged Care Funding Instrument Reference Group,,aged_care_funding_instrument_reference_group,oaic_stats_2011_2012 defunct federal health
Ageing Consultative Committee,,ageing_consultative_committee,health oaic_stats_2011_2012 federal github_316
Legislative and Governance Forum on Food Regulation,,legislative_and_governance_forum_on_food_regulation,health oaic_stats_2011_2012 federal
Australian National Council on Drugs,,australian_national_council_on_drugs,oaic_stats_2011_2012 health foi_possibly_not federal
COAG Health Council,,coag_health_council,oaic_stats_2011_2012 federal health
General Practice Recognition Appeal Committee,,general_practice_recognition_appeal_committee,health oaic_stats_2011_2012 federal
General Practice Recognition Eligibility Committee,,general_practice_recognition_eligibility_committee,oaic_stats_2011_2012 health federal
Hearing Services Consultative Committee,,hearing_services_consultative_committee,health oaic_stats_2011_2012 federal
Intergovernmental Committee on Drugs,,intergovernmental_committee_on_drugs,oaic_stats_2011_2012 health federal
Medical Services Advisory Committee,,medical_services_advisory_committee,oaic_stats_2011_2012 health federal
Minister Assisting for School Education,,minister_assisting_for_school_education,oaic_stats_2011_2012 minister education_and_training federal
Minister Assisting the Minister for Tourism,,minister_assisting_the_minister_for_tourism,defunct oaic_stats_2011_2012 minister federal
Minister for Early Childhood and Child Care,,minister_for_early_childhood_and_child_care,minister oaic_stats_2011_2012 federal
Minister for Employment Participation,,minister_for_employment_participation,federal oaic_stats_2011_2012 minister defunct
Minister for Privacy and Freedom of Information,,minister_for_privacy_and_freedom_of_information,oaic_stats_2011_2012 minister defunct federal
Minister for Social Services,,minister_for_social_services,minister oaic_stats_2011_2012 federal
Ministerial Advisory Committee on AIDS, Sexual Health and Hepatitis,,ministerial_advisory_committee_on_aids_sexual_health_and_hepatitis,oaic_stats_2011_2012 federal
Ministerial Council on Drug Strategy,,ministerial_council_on_drug_strategy,federal oaic_stats_2011_2012 defunct
National Pathology Accreditation Advisory Council,NPAAC,npaac,health oaic_stats_2011_2012 federal
Office of the Fair Work Building Industry Inspectorate,,office_of_the_fair_work_building_industry_inspectorate,oaic_stats_2011_2012 federal
Parliamentary Secretary to the Minister for Social Services,,parliamentary_secretary_to_the_minister_for_social_services,minister oaic_stats_2011_2012 federal
